,gender,current_country,cc_status,education_level,age_groups,smoking_status,level of drinking_status,level of bmi,countries_visited,continent_of_birth,hash,postcode_split
188,F,United Kingdom,0,bachelor,60-70,heavy smokers,moderate,underweight,35-50,Asia,f7e92bc779ce50a0e176449f9676cf11e66f1f81,W8
189,F,United Kingdom,0,secondary,20-30,intermediate smokers,moderate,underweight,35-50,North America,3b30ad6e1a63bb0f4c73da94b048f7f4c79f0905,G1H
190,M,United Kingdom,0,phD,20-30,intermediate smokers,low,underweight,2-18,Africa,c5c10d572f42f93121000ce8c8e74fd0a67e068c,PO4M
191,F,United Kingdom,0,secondary,60-70,intermediate smokers,high,overweight,2-18,Asia,6e1f9c6e04c10830d58300995f11775ef42f83ee,KT7B
192,M,United Kingdom,0,secondary,20-30,heavy smokers,low,underweight,19-34,Africa,ae830b2d6f7a192b572ce46de0aea338138efd29,SR8P
193,F,United Kingdom,0,phD,50-60,heavy smokers,low,underweight,35-50,Oceania,3c6102c7e324d138a51e77037be35e5b80920849,NR02
194,M,United Kingdom,0,secondary,50-60,heavy smokers,low,healthy,2-18,Asia,cac7c74ce103d2995d3cb21cc3508cda06e2d83a,L42
195,M,United Kingdom,0,secondary,20-30,heavy smokers,low,overweight,19-34,South America,c2bc73b8398c3385b9c68d5bc370a12f16daa82a,DT9
196,M,United Kingdom,1,secondary,50-60,heavy smokers,moderate,healthy,19-34,Africa,74b910ccb6a86c89065c9a6725a3d9f7e3a8d3f6,RG52
197,F,United Kingdom,0,masters,60-70,heavy smokers,low,underweight,19-34,Europe,9ca495d63db5b60d106f29838c4e42e607f5d4b7,PR14
198,F,United Kingdom,0,secondary,20-30,heavy smokers,low,overweight,35-50,North America,b91788cd67720344772dad160db093d0fdd0d24b,FY20
199,F,United Kingdom,0,masters,60-70,heavy smokers,high,overweight,2-18,Asia,825bfe15b80e53e1ff1348e888459a896018b911,L33
200,F,United Kingdom,0,primary,60-70,heavy smokers,low,overweight,19-34,Antarctica,c52a23067e48455c927a6f7211971b020d3b4f30,L8J
201,F,United Kingdom,0,secondary,50-60,heavy smokers,high,healthy,2-18,South America,4f40227f70fde5a0f3f0cd1abde18f8f54976b62,M9T
202,F,United Kingdom,1,other,20-30,heavy smokers,high,overweight,35-50,Asia,e2dd3af17d890fcd41be84c6a2d87a8c5fd3e107,N5
203,F,United Kingdom,0,masters,50-60,heavy smokers,low,overweight,2-18,Oceania,70456f3c9b01b8c1552e6f4ed314a623d5baa0af,SO8
204,F,United Kingdom,0,secondary,60-70,intermediate smokers,high,overweight,35-50,South America,bc207607c8fae851d8c88f745f2df104db1d55be,IG32
205,F,United Kingdom,0,secondary,40-50,intermediate smokers,low,overweight,19-34,Africa,edd26c7f3928476bd013e68a8bef688f728f737b,GU4
206,F,United Kingdom,0,secondary,40-50,heavy smokers,low,healthy,19-34,South America,d6c1d5d86705825af120242bf4f21d2d1f92ee7f,NR9H
207,M,United Kingdom,0,phD,30-40,heavy smokers,high,healthy,19-34,Europe,fd8a43d47910fc3ee4f32b03fa867e9db179e859,LE7V
208,M,United Kingdom,0,secondary,40-50,heavy smokers,low,healthy,35-50,Europe,d897e91a9d76c5422648b4a3a110b70b3b0ba04b,L2K
209,M,United Kingdom,0,secondary,50-60,heavy smokers,low,underweight,19-34,North America,1664f1075c5536c907d5c6ce614efa12e065f2fe,FK63
210,F,United Kingdom,0,masters,20-30,heavy smokers,moderate,overweight,2-18,North America,df27bd838d3c6c447bdc4843aac83c6d2186e517,N6
211,F,United Kingdom,0,other,40-50,heavy smokers,moderate,overweight,19-34,Oceania,99a46d571aba63dd49d5958e32ba2337fe5a9750,S51
212,F,United Kingdom,0,secondary,50-60,heavy smokers,low,underweight,19-34,Africa,393dd7c326518b61cdd902596853e0a71b5bd716,WC7
213,F,United Kingdom,0,other,40-50,light smokers,low,healthy,19-34,Europe,ecefeaea571245d725e4e7091eee2cba4b3844a1,YO7
214,M,United Kingdom,0,phD,60-70,heavy smokers,low,overweight,2-18,Asia,6d8b5b64b2f3cc486188858ea7b4b646d7643e7b,W8
215,F,United Kingdom,0,secondary,<20,heavy smokers,moderate,healthy,35-50,North America,8fbd059d7a652fcb3bc7219209b1fa2a29150257,S4H
216,F,United Kingdom,0,bachelor,50-60,heavy smokers,high,underweight,19-34,Europe,1493fc551607c5c3385808b2b702c1d901c5e31b,W49
217,F,United Kingdom,0,secondary,20-30,intermediate smokers,low,overweight,35-50,Europe,ad49c374972403e35f61d456ae980514881d1847,W99
218,F,United Kingdom,0,secondary,30-40,heavy smokers,low,overweight,35-50,Europe,9df439d59394f0a3a0e9c725589f99e0ee6790f4,S0G
219,M,United Kingdom,0,bachelor,30-40,heavy smokers,low,healthy,2-18,Oceania,47b278e677d7802919343f9b8b21c8ef5c3c2dca,LE2
220,F,United Kingdom,0,secondary,40-50,heavy smokers,low,underweight,19-34,Asia,d8b48c3d2edca92a25f12985fbb7ff9a1fad205a,LU9W
221,F,United Kingdom,0,bachelor,40-50,heavy smokers,moderate,overweight,19-34,North America,388a17558d360d12d2cd91b3755935b73995d195,WA58
222,F,United Kingdom,0,secondary,60-70,heavy smokers,low,overweight,19-34,North America,43681fa1c88636b106f47d50e1babb2712ddcff9,ST1X
223,M,United Kingdom,0,primary,20-30,light smokers,low,healthy,2-18,Africa,2ffeabb1a5d9580b4464d9c97db9b432a698f219,G4
224,M,United Kingdom,0,bachelor,40-50,intermediate smokers,low,underweight,35-50,Asia,59f0b6ade49e7a80f18ac85fa6041e355a627cb8,B4B
225,M,United Kingdom,0,primary,20-30,heavy smokers,moderate,underweight,2-18,Asia,8a2d096ec2b41af39c86123f3625f3b400570cb1,W7D
226,F,United Kingdom,0,secondary,60-70,heavy smokers,moderate,overweight,19-34,Africa,8a13aad438d24545b3019fcbb45fc46d44d65f41,S4S
227,F,United Kingdom,0,other,50-60,intermediate smokers,high,overweight,2-18,Africa,ceb94c0be4cd8c7adfa3b43fdc76d216907e6a1b,TN0
228,F,United Kingdom,0,secondary,40-50,heavy smokers,high,overweight,19-34,North America,65fb06de172d646bb00c6a1409725a169c73022d,TR9W
229,M,United Kingdom,0,masters,40-50,intermediate smokers,low,healthy,35-50,Asia,0e49153c23f156607528f9840489e4d29e521e72,S4
230,M,United Kingdom,0,secondary,60-70,heavy smokers,low,overweight,35-50,North America,c988c8a97f18d91a3f93744f7df763b07adf8ba1,BS1B
231,F,United Kingdom,0,other,40-50,heavy smokers,high,underweight,2-18,South America,ebee79139696226bc663814150d9ba88bb105aae,M9
232,F,United Kingdom,0,secondary,30-40,intermediate smokers,high,overweight,19-34,Asia,1d292e65bb0b6b286624c8c3dd28cedab08a98aa,EX0
233,M,United Kingdom,0,other,<20,heavy smokers,moderate,overweight,35-50,Europe,688df97504116b69f6a8afbbe9434b4c2318256d,RM79
234,F,United Kingdom,1,secondary,30-40,intermediate smokers,low,healthy,35-50,Asia,284a52b617f92f6062ae5f695f94b30fd1452edf,WS04
235,F,United Kingdom,0,primary,40-50,heavy smokers,high,overweight,19-34,Asia,b47cc2f5a1625f9ce64375963a15a9b97ad50a55,CW30
236,F,United Kingdom,0,masters,30-40,intermediate smokers,low,underweight,35-50,Europe,d4c68613b379aa92bfb02b2f8bf7d1b106ec5472,B3
237,F,United Kingdom,0,masters,20-30,intermediate smokers,low,underweight,19-34,Africa,440538b7a27feb708ee7de46caf461865aee913d,G9W
238,M,United Kingdom,0,bachelor,40-50,heavy smokers,low,overweight,35-50,Oceania,0151806bf8c39e149558839a068482e790defcb5,W72
239,F,United Kingdom,0,secondary,20-30,intermediate smokers,moderate,overweight,2-18,Africa,447ddc73fbba5aef2b4a8fb5cfa063c4993f152d,G0A
240,M,United Kingdom,0,secondary,30-40,heavy smokers,high,healthy,35-50,Oceania,7f7c6fcddce3c4c78df47c4d323e5bbfddcb4b86,TF4R
241,F,United Kingdom,0,bachelor,50-60,heavy smokers,low,overweight,2-18,Africa,f3e27e1aecd2d96ffe1b80a19fdd1effe7669dc4,B83
242,F,United Kingdom,0,bachelor,50-60,heavy smokers,low,overweight,19-34,Europe,10f974b3b5c5f83c540857d40f0356db91baacf4,W2
243,M,United Kingdom,0,bachelor,60-70,heavy smokers,high,healthy,19-34,Europe,9548c9509f4d38b9caf699b927d82f9bcecff478,TN6
244,M,United Kingdom,0,bachelor,50-60,intermediate smokers,high,underweight,19-34,Europe,da65c4f7b2447cfac1ea3b42720c90aa7519ae77,E1
245,M,United Kingdom,0,other,40-50,light smokers,moderate,healthy,19-34,Antarctica,32b23c7382f9c68072044d20eb27f6aa3a4a2943,SR6N
246,F,United Kingdom,0,secondary,30-40,heavy smokers,high,overweight,2-18,Africa,ab8e4abc0a5119aa3e4d0fd1af25f9dbce8afadd,L7S
247,F,United Kingdom,1,bachelor,40-50,heavy smokers,high,healthy,2-18,Asia,352413eb0abef7fcc6a4145b4e923238ad9a8e0a,E1S
248,M,United Kingdom,0,secondary,60-70,intermediate smokers,low,overweight,35-50,Oceania,6b2f25f405298890edb6a4483411c10535b3a356,HU4
249,F,United Kingdom,0,secondary,50-60,heavy smokers,high,underweight,35-50,North America,148b6569f05200bbc1ac24ae02266dbd42878cdf,M2E
250,F,United Kingdom,0,masters,50-60,intermediate smokers,high,overweight,35-50,North America,3a90f3056f4577d74b4865a865e4dc1d61734003,DG8M
251,M,United Kingdom,0,secondary,50-60,heavy smokers,low,healthy,35-50,Europe,35b075486cfd8bc1d6cb0f885ddf9a31081fc59c,BL2
252,M,United Kingdom,0,bachelor,50-60,intermediate smokers,low,healthy,19-34,Africa,b4a38dffdd098bf190b2d21eeec428b26de228e4,WS9
253,M,United Kingdom,0,secondary,30-40,heavy smokers,high,overweight,19-34,Asia,ce0733ab4a33f5b8359c2beb7a83ab6152010f52,ZE74
254,F,United Kingdom,0,bachelor,50-60,intermediate smokers,low,underweight,19-34,North America,0e763284c7f4dbe0d3a8b404068a6a43556ca646,WR44
255,F,United Kingdom,0,bachelor,<20,heavy smokers,moderate,underweight,19-34,Asia,d2d0a2a3154c8107b6c97ab0e422f880a0509a6c,OL49
256,M,United Kingdom,0,masters,50-60,heavy smokers,moderate,overweight,19-34,Africa,fdb794ea45aebb7b01de2fcdc012b110288b72e1,ML4B
257,M,United Kingdom,1,bachelor,40-50,intermediate smokers,moderate,underweight,2-18,Europe,6c7e32e141e14ea49b09d0284b21fcf5d2adfdb5,BT4
258,F,United Kingdom,0,secondary,40-50,heavy smokers,moderate,overweight,19-34,Oceania,93c288e748e0a2c1228cb4e5c8618596efd03a69,CV7
259,M,United Kingdom,0,secondary,30-40,intermediate smokers,high,underweight,35-50,Africa,329e73d2a073b9a31d1c454728d642ad7a53ff26,LN6H
260,M,United Kingdom,0,secondary,40-50,intermediate smokers,high,healthy,19-34,Asia,04e3fef49be96f86485d4f075011e9f49287110e,IG7M
261,M,United Kingdom,0,other,30-40,intermediate smokers,high,underweight,35-50,Oceania,7408b5fd7c5a2387a700ad1df9891589b5e4fafb,ME7
262,M,United Kingdom,0,bachelor,20-30,heavy smokers,low,underweight,35-50,Oceania,5845cb588992904ef921208a613ed1262aece269,W62
263,M,United Kingdom,0,secondary,30-40,heavy smokers,low,healthy,19-34,Asia,79d205c48467069a4e2b78b8f9a2fb7f03e45aba,S4E
264,F,United Kingdom,0,secondary,50-60,intermediate smokers,moderate,healthy,2-18,Asia,960909b6409ebfaaede8eb48eddd752ef6868e4f,PA84
265,M,United Kingdom,0,masters,60-70,heavy smokers,high,overweight,2-18,North America,10c72fdc12a2ef507954e6d91178a7d1125abfe4,PL7
266,M,United Kingdom,0,masters,40-50,heavy smokers,moderate,underweight,2-18,North America,c4f17257b77f89fc7d2db4a3b2287150c84f265e,MK8W
267,F,United Kingdom,0,bachelor,50-60,light smokers,low,overweight,35-50,Europe,15b92469b378fbe638ee7d0f85c6380ae69ff99f,RM9
268,F,United Kingdom,0,secondary,40-50,intermediate smokers,low,overweight,2-18,Africa,4070aa4e5a3890e9ed5c205c48ce9a1fe8765fcc,E0W
269,F,United Kingdom,0,primary,20-30,heavy smokers,low,overweight,35-50,Africa,df4dfc5ff9f4df1a3c7fa3e0990b6d0aef2a1006,PL5B
270,F,United Kingdom,0,secondary,60-70,intermediate smokers,high,overweight,2-18,Asia,cedb2bb5309de7575fc3b11b43f3abd6fc428425,G6A
271,F,United Kingdom,0,bachelor,50-60,heavy smokers,low,healthy,19-34,Africa,eb4b2f65d5d0ce0bd769e935b49044af6e5ec492,HU2
272,F,United Kingdom,0,secondary,30-40,heavy smokers,low,overweight,35-50,Africa,31ddd1a61bc92b7fc98f235896b61a37cb937c45,N76
273,M,United Kingdom,0,phD,30-40,heavy smokers,low,overweight,19-34,Africa,62c417b0518afde7c92d01c1150b710f15193a21,N7
274,M,United Kingdom,0,secondary,40-50,heavy smokers,moderate,overweight,2-18,South America,e7d2f07e1b242363700729aadde872c261ca9ab7,L61
275,F,United Kingdom,0,secondary,60-70,heavy smokers,low,underweight,35-50,Africa,b7b3d9d26dc338e753d88bb09e7d02609056fc19,L6
276,M,United Kingdom,0,primary,30-40,heavy smokers,moderate,healthy,35-50,Europe,15490d1d1ba00fa8fd6eba8e70714b1097419a62,L28
277,M,United Kingdom,0,phD,50-60,heavy smokers,low,healthy,2-18,North America,2dd74685f296b9d2a894fb0542991fad540d7ced,W4
278,F,United Kingdom,0,masters,40-50,intermediate smokers,low,overweight,35-50,Africa,7cabaaf61a3c8ef86255c5a8c85737b7fe33cfe3,IP3
279,F,United Kingdom,0,secondary,30-40,heavy smokers,moderate,healthy,2-18,North America,5cac48c493a4206b101051b9e27e857ccca8742e,SO8
280,M,United Kingdom,0,secondary,40-50,heavy smokers,low,overweight,19-34,Asia,531adfdd33be489049ac5dd30226777d64433130,E4D
281,M,United Kingdom,0,masters,40-50,heavy smokers,high,healthy,19-34,North America,d2511a282771a2250c6749ed20193f50d14a0d10,B9G
282,F,United Kingdom,0,bachelor,50-60,intermediate smokers,high,overweight,35-50,Europe,ccee38797b98a6e30172611f7685857829005c6a,L4
283,F,United Kingdom,0,secondary,30-40,heavy smokers,high,overweight,35-50,Europe,c5b909b259569100190a735ac6bfd309bea3fece,L6T
284,F,United Kingdom,0,secondary,60-70,intermediate smokers,high,overweight,19-34,Asia,247b44168a778abdb3392218d8422bba705da97d,WD69
285,M,United Kingdom,0,other,50-60,heavy smokers,moderate,overweight,2-18,Oceania,35d353cece4ad1459e1bcda4327104d801fd61d7,M4F
286,F,United Kingdom,0,masters,50-60,heavy smokers,high,overweight,35-50,Asia,baa3774c63489a80fdcd1ee675ab142327e5d14d,MK0H
287,F,United Kingdom,0,secondary,60-70,heavy smokers,moderate,overweight,19-34,Oceania,6fdeb59be81d7b26cdb4526fca63cabafbb9ae6f,S52
288,M,United Kingdom,0,bachelor,<20,heavy smokers,low,underweight,2-18,Antarctica,ca95d1d180f470b38a35ea8275b27ed954e6c325,G9S
289,F,United Kingdom,0,secondary,40-50,heavy smokers,high,overweight,19-34,Africa,53ce2dfeab50414d4bd67363aaaaeb7ea1622322,N7G
290,F,United Kingdom,0,secondary,60-70,intermediate smokers,moderate,overweight,35-50,Asia,035c1d225552a0d8169d4eceb54d0a4823568f06,N91
291,M,United Kingdom,0,masters,20-30,heavy smokers,moderate,healthy,19-34,South America,900c6d06a4931d7b0f9c35663e65d03aa617540f,SM4P
292,F,United Kingdom,0,masters,20-30,heavy smokers,moderate,overweight,19-34,Asia,6c25bca2298d9bbfda99f1609019b22a8abc4c38,N1
293,M,United Kingdom,0,bachelor,50-60,heavy smokers,high,underweight,2-18,Africa,d5db4ee3b664e8eb66ce8a8f5b4127756ada7798,ZE61
294,F,United Kingdom,0,primary,30-40,light smokers,moderate,overweight,35-50,South America,bb117a0bce5c2b880e3809d386e17130c8e93338,DG0
295,M,United Kingdom,0,secondary,20-30,heavy smokers,moderate,underweight,19-34,North America,3e835db01c3eca5a96bc36f855e6d06245897088,PH99
296,M,United Kingdom,0,masters,40-50,heavy smokers,moderate,overweight,19-34,Asia,01a923837dab4a171acbd57bedbc64b4bc3c7735,DA67
297,F,United Kingdom,0,bachelor,20-30,heavy smokers,moderate,healthy,35-50,Africa,3461aa5cd29a3940ff90b5bcd2c4d3bc60415026,G5E
298,M,United Kingdom,0,secondary,30-40,heavy smokers,moderate,overweight,19-34,Oceania,8dbb1fd963e89e48873b7e353d3a4add0f445c8d,AB5
299,F,United Kingdom,0,masters,30-40,heavy smokers,low,overweight,2-18,Europe,6602a65b25bc3b8a22884875e0569be4b46f0a4a,EN1
300,M,United Kingdom,0,bachelor,50-60,intermediate smokers,moderate,overweight,19-34,South America,e130600d159f49e8bd2273cbf5d526ce31c1f016,DD2V
301,F,United Kingdom,0,bachelor,30-40,intermediate smokers,low,overweight,19-34,Africa,41ac79f8cb2304e0f8128ffa1d591e7b90b5f891,BN0N
302,M,United Kingdom,0,secondary,30-40,heavy smokers,moderate,healthy,19-34,Europe,57b6f6e8ac7e57991000756d38d29673ac6c1753,CA85
303,F,United Kingdom,0,other,60-70,light smokers,high,healthy,19-34,Europe,a5b4342d5e2aff07aca85e05358ce334a784052b,GU9X
304,M,United Kingdom,0,bachelor,30-40,heavy smokers,low,healthy,2-18,Europe,6cd34d96ff233db2ea1c83144833c317a88352c8,TN7Y
305,M,United Kingdom,0,secondary,20-30,intermediate smokers,low,healthy,19-34,North America,619288de8cc713ad81139d914a617d297135addc,NR48
306,F,United Kingdom,0,bachelor,50-60,intermediate smokers,moderate,healthy,19-34,Africa,6bfa54aa0f4513e9c2f2ce55fd761e99e1371237,FY42
307,M,United Kingdom,0,phD,20-30,intermediate smokers,low,healthy,2-18,Europe,f57eafd266ff783f20aefc6dcd0ac4ebc1807632,M2S
308,M,United Kingdom,0,secondary,50-60,intermediate smokers,low,healthy,2-18,Europe,88d147fd10aa2bb07f147aa0f2f915a86877ab3e,BS7M
309,M,United Kingdom,0,phD,40-50,heavy smokers,low,healthy,2-18,Asia,f49fc71b0337de7aa588527bd1f19c4c5158cef2,HX8E
310,F,United Kingdom,0,bachelor,40-50,light smokers,moderate,overweight,35-50,Asia,e3fde802ea9ba712a2843370aa3471fef2664fee,W4
311,M,United Kingdom,0,secondary,50-60,heavy smokers,high,overweight,35-50,Europe,e068ea729063f1d2425787d82d6d8e51ba7f754a,B8
312,M,United Kingdom,0,secondary,60-70,heavy smokers,low,underweight,2-18,North America,3a5d5b2db180f6e61491fc1e2831277287ff5744,BH08
313,M,United Kingdom,0,masters,50-60,heavy smokers,low,underweight,2-18,Oceania,56250980c3c29159853a0ddc18f2a34924ba8211,OX7W
314,F,United Kingdom,0,secondary,30-40,heavy smokers,low,overweight,2-18,Europe,0df968a45144993d2a5b3937911aff9628a2f4e5,SE70
315,F,United Kingdom,1,bachelor,30-40,heavy smokers,moderate,healthy,35-50,Oceania,303ea8979d6f3ba5de88ef085d3183853c0ad972,WV1
316,M,United Kingdom,0,other,50-60,intermediate smokers,moderate,overweight,19-34,Europe,85fe2206bc385b3b892e8906b4f6706f0bdeb0b7,G5J
317,M,United Kingdom,0,secondary,50-60,heavy smokers,high,healthy,35-50,Africa,5f10b4816639dc4207c6471d4032cd712b3b2245,DH35
318,M,United Kingdom,0,secondary,50-60,heavy smokers,high,underweight,2-18,Oceania,7f51f94f974ad3270781314b1086b311443ad2f2,B5H
319,F,United Kingdom,0,bachelor,50-60,light smokers,low,healthy,19-34,North America,d395db5eb50dc907f1588c94a4316a5a412ae302,W61
320,F,United Kingdom,0,other,50-60,heavy smokers,high,overweight,35-50,Europe,f3cbf9b61df5644fd9fc898ab26a730c91d2a400,S8
321,M,United Kingdom,0,secondary,40-50,heavy smokers,moderate,underweight,19-34,South America,f56ba3a3ce5877f9e52bb64c5ad8e8bb4cad1b93,N3C
322,F,United Kingdom,0,secondary,60-70,heavy smokers,moderate,underweight,35-50,Africa,c233cba5a399dd8b6fe1189722ad794b665b55ce,DY7Y
323,M,United Kingdom,0,secondary,60-70,light smokers,high,overweight,2-18,Europe,898e041ba9ecb225fee6b5878d413163618a7894,BS7N
324,F,United Kingdom,0,primary,50-60,heavy smokers,high,underweight,19-34,South America,f5052c97d7d90d8ad58cadad0edcd810e0b7b873,B6
325,M,United Kingdom,0,primary,50-60,heavy smokers,moderate,overweight,2-18,Europe,b09d5f4b5a984d19418be1d6d937840c5ac92847,B11
326,F,United Kingdom,0,masters,30-40,intermediate smokers,moderate,overweight,19-34,Asia,64233a759bfbe0256795b6e2e3644522d77153fb,B6U
327,M,United Kingdom,0,other,20-30,heavy smokers,low,overweight,2-18,Europe,91d2e729b24322f5c7e2139d54efe0a1f31cd5ec,G9
328,M,United Kingdom,0,secondary,50-60,heavy smokers,low,underweight,2-18,Europe,9d704796b18c0f6c16955fcff65f4cca13cdaef6,CR7
329,F,United Kingdom,0,secondary,20-30,heavy smokers,low,overweight,35-50,Europe,8c0c9736fd9f29d6e45617856147f65bc489dd0e,W4D
330,M,United Kingdom,0,masters,60-70,heavy smokers,low,healthy,19-34,Oceania,abffbf8ce451573728a394b11abfe7dac0bc1e60,L4
331,F,United Kingdom,0,secondary,30-40,heavy smokers,low,underweight,2-18,Europe,88d74ab427911aeac95f2608c1f522a8aba13c93,M7
332,F,United Kingdom,0,other,20-30,intermediate smokers,high,underweight,19-34,Asia,b1aa29c564bce52d8891e601487b21ac4f454fdd,NW7W
333,M,United Kingdom,0,masters,40-50,heavy smokers,high,overweight,2-18,Oceania,cf20a202c229902f0ce3673bc59d63ae8a3093ee,B4
334,F,United Kingdom,0,secondary,20-30,intermediate smokers,moderate,underweight,2-18,Europe,3680382613c67e1b671080e7184cf7d36029e221,S37
335,M,United Kingdom,0,bachelor,<20,heavy smokers,high,overweight,19-34,North America,a4724cf6affdfbcba0baa8140f79f487192a8d46,G5G
336,F,United Kingdom,0,bachelor,30-40,heavy smokers,high,healthy,2-18,North America,9c986a13a4bca87b47dc328fa5261752a7d573cf,W5T
337,M,United Kingdom,0,bachelor,40-50,heavy smokers,low,overweight,2-18,Oceania,bb2504bea259ddd58801659ee83344f7b9135097,M56
338,F,United Kingdom,0,secondary,20-30,intermediate smokers,moderate,underweight,2-18,Europe,9068f94fbbe098115142650500cc63c811ee2a3a,L9
339,M,United Kingdom,0,secondary,60-70,heavy smokers,moderate,overweight,19-34,Africa,9fbc24eb43a8d1c5b88478a1a6324c5bc9da113f,BA5Y
340,M,United Kingdom,0,secondary,30-40,heavy smokers,moderate,overweight,35-50,Africa,91eedad5b67d1c96f730d54d1679dd289c2558d2,PL67
341,M,United Kingdom,0,primary,50-60,heavy smokers,high,overweight,19-34,Europe,25786ae1ee0b7e984df41b1e87d4dc10d01e01df,CT6R
342,M,United Kingdom,0,secondary,40-50,intermediate smokers,low,overweight,2-18,North America,2f8cb2007a963333178d37295dd230c6afa03159,NP1R
343,F,United Kingdom,0,masters,20-30,heavy smokers,moderate,underweight,2-18,Oceania,916363c5275ac146339cb011d46b738b0c9d85f9,SA4
344,F,United Kingdom,0,other,40-50,intermediate smokers,high,overweight,35-50,Europe,eefa99368f6d2ff80bdda312d2a9f0a1c00c1eef,S8
345,M,United Kingdom,0,secondary,60-70,heavy smokers,low,healthy,35-50,Asia,a12365de7eef16678cf8e1055e66734d6ff96a16,G43
346,M,United Kingdom,0,masters,40-50,heavy smokers,low,underweight,2-18,Africa,f5312be93923816f7b32831302ee4fbd5865a371,NG8
347,F,United Kingdom,0,secondary,30-40,intermediate smokers,low,healthy,19-34,Asia,416980911f053589c5af7a723e103115edaa8d1c,M8
348,F,United Kingdom,0,secondary,50-60,heavy smokers,high,underweight,2-18,Asia,37f24da9091b9f1683366563a8e6917eae7bf68c,N56
349,F,United Kingdom,0,phD,20-30,heavy smokers,low,underweight,19-34,Oceania,65e57cbc0d91a692ba51bfd0bfea89441252cc93,W6
350,F,United Kingdom,0,bachelor,60-70,heavy smokers,low,underweight,19-34,Europe,48a576d947c968d514db4bcb1389d92f3f7871db,S39
351,F,United Kingdom,0,masters,50-60,heavy smokers,low,healthy,35-50,North America,695808f5caf7abb9bc71ce185ad6f216545b6b43,W2
352,M,United Kingdom,0,secondary,40-50,heavy smokers,low,overweight,19-34,South America,7b5e84782dc4ec1e4f1be7cf38e9ae95ccbde623,N4K
353,M,United Kingdom,0,bachelor,30-40,heavy smokers,low,healthy,19-34,North America,350534b298bfd7237df0a2313c180f403e8a1b20,CW17
354,M,United Kingdom,0,other,50-60,heavy smokers,low,healthy,35-50,Europe,85454c80f947501bfdf0514104b9e18326f3fd9b,L1
355,F,United Kingdom,1,masters,60-70,heavy smokers,high,healthy,19-34,North America,44339d3b33cd13a15125d9e096b2f59e0cda5686,CH5
356,M,United Kingdom,0,bachelor,40-50,heavy smokers,low,underweight,2-18,Africa,b4bf8a785428135419f05a11f19d63cd77b6c13b,EH4
357,M,United Kingdom,0,primary,40-50,light smokers,high,healthy,19-34,Europe,009d46f70a245d6c82f349537e502479d5d8dc20,WD1
358,F,United Kingdom,0,secondary,30-40,heavy smokers,low,underweight,2-18,Asia,bfc7c2c44ca89a21ec75ebe6999cbb38f40de0d1,NG0
359,M,United Kingdom,0,bachelor,60-70,heavy smokers,high,overweight,35-50,Europe,16a8856adff0649033c8a77779d9c52a2795e9b7,B1W
360,M,United Kingdom,0,other,20-30,heavy smokers,low,overweight,35-50,Europe,21bbdf18d625b7348b77ed91643662692dc7a2f8,BS4V
361,M,United Kingdom,0,secondary,20-30,heavy smokers,high,underweight,2-18,Asia,ae0f22b02139c5d378a316a9fdb94a1fe0ea0c22,G69
362,F,United Kingdom,0,other,30-40,intermediate smokers,high,overweight,2-18,Oceania,9e6c006238b895622c792b344e982a364ea2b9d9,TS2P
363,M,United Kingdom,0,bachelor,30-40,heavy smokers,moderate,overweight,35-50,Africa,ab696574d918372cf1c420b018e332224998c194,ST1
364,M,United Kingdom,0,secondary,50-60,heavy smokers,low,healthy,19-34,North America,e341ef49ce9e03df79777107c35ab0bfabfad4cb,L8
365,M,United Kingdom,0,secondary,50-60,light smokers,moderate,healthy,35-50,South America,387ec0651d2f94f34620070217ce00cf022414ba,L3H
366,F,United Kingdom,0,secondary,60-70,intermediate smokers,moderate,underweight,19-34,Africa,9eff70e4b6abfe9e85a791c8be80edafa1b61b42,B7
367,F,United Kingdom,0,bachelor,30-40,heavy smokers,low,underweight,2-18,Asia,104ec0ac929f189a4acf715edf8cdfa3c58aca3d,CO41
368,F,United Kingdom,0,secondary,50-60,light smokers,low,overweight,19-34,Africa,996dd4409415db4f93564e9cbbe237fac5e2fa8b,L9F
369,M,United Kingdom,0,bachelor,60-70,intermediate smokers,moderate,overweight,19-34,Africa,742ff04e5df8c010571df8facfcdec4c7a0fcb37,BA2
370,F,United Kingdom,0,masters,60-70,heavy smokers,moderate,healthy,19-34,Africa,1e34753500d753e1df359d4d2286daebeed38245,HR5P
371,M,United Kingdom,1,other,50-60,heavy smokers,moderate,healthy,2-18,Europe,0a43f798984b937a0cdd4c97faec9332f1d46431,UB9M
372,M,United Kingdom,0,secondary,30-40,intermediate smokers,low,underweight,35-50,North America,8e1a771f2a5e6b399cb7b95f33ce30a184f7232c,EC2B
373,M,United Kingdom,0,bachelor,20-30,heavy smokers,moderate,underweight,2-18,Oceania,f8d99789460c4a36d885a61a7896ba09c79a101d,B2
374,F,United Kingdom,1,secondary,60-70,intermediate smokers,high,underweight,19-34,Africa,d48125742735c3a0c855814945aa7eae7937bd63,M9W
375,M,United Kingdom,0,masters,<20,heavy smokers,moderate,healthy,35-50,Africa,9108e606e72f8cadc3e064340993270e7dbcfee2,BT6
376,F,United Kingdom,0,secondary,40-50,heavy smokers,moderate,underweight,2-18,Europe,9bc194b2329f3be623664fbdf98521cf9a4e3f7c,G0S
